# step,acceptance,delta_H
991, 0.696573, -0.782508
992, 0.695871, 0.939125
993, 0.696177, -0.961112
994, 0.695477, 0.399034
995, 0.695783, -0.687197
996, 0.696088, 0.461121
997, 0.696393, -0.663313
998, 0.696697, 0.0137833
999, 0.697, -0.135959
1000, 0.697303, -1.7896
1001, 0.697605, -0.29597
1002, 0.697906, 0.679886
1003, 0.698207, -0.908512
1004, 0.698507, -0.360632
1005, 0.697813, 1.78071
1006, 0.698113, 0.402585
1007, 0.698413, 1.10083
1008, 0.698712, -0.93325
1009, 0.69901, 1.73767
1010, 0.699308, -1.41225
1011, 0.698617, 1.58667
1012, 0.698914, 0.277925
1013, 0.699211, -1.34416
1014, 0.699507, -0.710308
1015, 0.698819, 0.412526
1016, 0.699115, -0.210914
1017, 0.699411, -1.41709
1018, 0.699706, 0.0864352
1019, 0.69902, 2.02805
1020, 0.699314, -0.492928
1021, 0.69863, 0.711764
1022, 0.697947, 1.36869
1023, 0.697266, 1.89562
1024, 0.696585, 0.371494
1025, 0.695906, 0.878505
1026, 0.696203, -0.603346
1027, 0.695525, 1.08708
1028, 0.695821, 0.488532
1029, 0.696117, 0.0199018
1030, 0.696411, 0.561298
1031, 0.695736, 1.38168
1032, 0.696031, 0.189076
1033, 0.695358, 1.3617
1034, 0.695652, -0.184204
1035, 0.695946, -0.315324
1036, 0.696239, -0.617905
1037, 0.696532, -1.35031
1038, 0.695861, 0.0690756
1039, 0.696154, 0.373352
1040, 0.695485, 1.10196
1041, 0.695777, 0.376063
1042, 0.696069, 0.302275
1043, 0.69636, -0.0222969
1044, 0.695694, 0.774653
1045, 0.695985, -0.489118
1046, 0.696275, -1.47838
1047, 0.696565, -0.446066
1048, 0.695901, 2.4591
1049, 0.69619, -0.368823
1050, 0.695528, 0.828227
1051, 0.694867, 0.576465
1052, 0.695157, 0.0654996
1053, 0.694497, 1.19271
1054, 0.694787, -0.702287
1055, 0.694129, 0.801183
1056, 0.694418, 0.252775
1057, 0.693762, 1.60445
1058, 0.694051, -0.0116119
1059, 0.69434, -0.316969
1060, 0.694628, -0.119379
1061, 0.694915, 1.58484
1062, 0.695202, -0.459983
1063, 0.694549, 0.274627
1064, 0.694836, 0.298762
1065, 0.695122, -0.0533421
1066, 0.695408, 0.281205
1067, 0.695693, -0.0581624
1068, 0.695978, 0.0426995
1069, 0.696262, 0.0857536
1070, 0.695612, 0.741854
1071, 0.695896, -0.443526
1072, 0.695247, 1.68338
1073, 0.695531, -0.881326
1074, 0.695814, 0.633931
1075, 0.695167, 1.40641
1076, 0.69545, -0.756987
1077, 0.694805, 0.698986
1078, 0.694161, 0.67924
1079, 0.693519, 0.866679
1080, 0.693802, -0.216322
1081, 0.694085, -0.207019
1082, 0.694367, -0.132497
1083, 0.694649, 0.902885
1084, 0.694931, 0.627164
1085, 0.695212, -0.330568
1086, 0.695492, 0.010304
1087, 0.695772, -0.0593682
1088, 0.695133, 2.45763
1089, 0.695413, -0.358845
1090, 0.694775, 2.30723
1091, 0.695055, 0.292061
1092, 0.695334, -0.157714
1093, 0.694698, 0.470674
1094, 0.694977, -0.889616
1095, 0.694343, 0.201644
1096, 0.694622, -0.0104976
1097, 0.693989, 2.30208
1098, 0.694268, -0.354009
1099, 0.694545, -1.55612
1100, 0.694823, -0.662326
1101, 0.694192, 0.507932
1102, 0.69447, -0.575273
1103, 0.693841, 0.60848
1104, 0.694118, 0.675846
1105, 0.694394, -0.217129
1106, 0.693767, 0.540049
1107, 0.694043, -0.0289491
1108, 0.694319, -1.22562
1109, 0.693694, 1.44728
1110, 0.693069, 1.30526
1111, 0.692446, 0.720281
1112, 0.691824, 3.3169
1113, 0.691203, 1.39093
1114, 0.690583, 2.3293
1115, 0.689964, 1.23399
1116, 0.690242, 0.290234
1117, 0.689624, 0.820379
1118, 0.689008, 0.380783
1119, 0.688393, 0.937808
1120, 0.687779, 0.139989
1121, 0.688057, 0.89134
1122, 0.687444, 0.760718
1123, 0.686833, 0.713684
1124, 0.687111, 0.707801
1125, 0.687389, -0.0865899
1126, 0.687666, -0.155746
1127, 0.687943, -0.695678
1128, 0.68822, 1.23044
1129, 0.688496, -0.917661
1130, 0.688771, -0.659135
1131, 0.689046, -0.764087
1132, 0.68932, 0.496873
1133, 0.689594, 0.572568
1134, 0.689868, 0.871122
1135, 0.689261, 0.589382
1136, 0.689534, -0.460504
1137, 0.689807, 0.139686
1138, 0.690079, 1.45782
1139, 0.690351, 0.444423
1140, 0.690622, -1.04425
1141, 0.690018, 1.21152
1142, 0.689414, 0.607763
1143, 0.688811, 1.72849
1144, 0.689083, 1.80783
1145, 0.689354, -1.05413
1146, 0.689625, -0.25414
1147, 0.689024, 0.921899
1148, 0.688425, 0.949007
1149, 0.688696, 0.0148962
1150, 0.688966, 0.312036
1151, 0.689236, 1.15481
1152, 0.689506, -0.00253139
1153, 0.689775, -1.54444
1154, 0.690043, 0.168624
1155, 0.689446, 0.900847
1156, 0.68885, 1.94376
1157, 0.689119, 0.999641
1158, 0.689387, -0.878703
1159, 0.688793, 1.05183
1160, 0.689061, 0.244122
1161, 0.689329, 0.0785878
1162, 0.689596, -0.179729
1163, 0.689003, 1.20069
1164, 0.68927, -0.484128
1165, 0.689537, 0.710265
1166, 0.689803, -0.69346
1167, 0.690068, 0.583752
1168, 0.690334, 0.0996852
1169, 0.689744, 0.67415
1170, 0.690009, 0.616763
1171, 0.690273, -0.354097
1172, 0.690537, 0.315663
1173, 0.690801, -0.230419
1174, 0.691064, -0.483322
1175, 0.691327, -0.169718
1176, 0.691589, -1.15789
1177, 0.691851, 0.66511
1178, 0.692112, 0.29505
1179, 0.692373, -0.435578
1180, 0.691787, 1.24023
1181, 0.691201, 1.16503
1182, 0.690617, 2.18812
1183, 0.690878, -1.17814
1184, 0.691139, 0.65765
1185, 0.690556, 1.12688
1186, 0.690817, 0.108158
1187, 0.691077, -0.71759
1188, 0.690496, 0.21461
1189, 0.690756, 0.617564
1190, 0.691016, 0.569476
1191, 0.691275, 0.515959
1192, 0.691534, 0.487638
1193, 0.691792, -0.379645
1194, 0.69205, 0.57186
1195, 0.692308, 0.351569
1196, 0.692565, 0.0724858
1197, 0.691987, 1.56288
1198, 0.692244, -0.285509
1199, 0.6925, -0.251624
1200, 0.692756, 0.256089
1201, 0.693012, 0.518835
1202, 0.693267, -0.610372
1203, 0.692691, 0.714116
1204, 0.692946, 1.27841
1205, 0.692371, 0.33581
1206, 0.691798, 0.417069
1207, 0.691225, 1.24271
1208, 0.690653, 1.27957
1209, 0.690083, 0.856761
1210, 0.689513, 1.26274
1211, 0.689769, 0.303101
1212, 0.6892, 1.4738
1213, 0.689456, 0.0677595
1214, 0.689712, -0.846188
1215, 0.689967, -0.0163114
1216, 0.690222, -0.525459
1217, 0.690476, -0.177502
1218, 0.68991, 0.596171
1219, 0.689344, 1.44319
1220, 0.689599, -1.21926
1221, 0.689034, 1.41054
1222, 0.688471, 0.591974
1223, 0.688725, -1.07208
1224, 0.68898, -0.163981
1225, 0.689233, 0.732571
1226, 0.688672, 0.805071
1227, 0.688925, -0.674592
1228, 0.689178, -0.18189
1229, 0.689431, -0.426498
1230, 0.689683, -0.0386511
1231, 0.689935, 0.22622
1232, 0.689376, 1.18507
1233, 0.689627, 0.482144
1234, 0.689069, 0.804459
1235, 0.68932, 0.0945314
1236, 0.688763, 0.757174
1237, 0.688207, 1.80165
1238, 0.688458, 0.223032
1239, 0.68871, 1.04614
1240, 0.688961, 0.298968
1241, 0.689211, -0.327545
1242, 0.689461, -0.509216
1243, 0.689711, -0.429961
1244, 0.68996, 0.469316
1245, 0.690209, -0.378225
1246, 0.689655, 0.488984
1247, 0.689904, 0.202219
1248, 0.690152, -0.430695
1249, 0.6896, 0.121215
1250, 0.689848, 1.1718
1251, 0.690096, -0.331069
1252, 0.690343, -0.224153
1253, 0.69059, 0.364106
1254, 0.690837, 0.697825
1255, 0.690287, 0.992433
1256, 0.689737, 0.376016
1257, 0.689984, -1.00543
1258, 0.69023, 0.343704
1259, 0.690476, -0.64778
1260, 0.690722, -0.210909
1261, 0.690967, -0.00260445
1262, 0.691211, -0.30449
1263, 0.691456, 0.172478
1264, 0.6917, 0.668346
1265, 0.691943, -0.812696
1266, 0.692186, 0.346302
1267, 0.692429, -0.200218
1268, 0.692671, -0.0751662
1269, 0.692126, 1.10261
1270, 0.692368, 0.506743
1271, 0.69261, -0.200172
1272, 0.692852, -1.29767
1273, 0.693093, -0.21219
1274, 0.693333, -1.1361
1275, 0.693574, -0.725676
1276, 0.693814, -0.486201
1277, 0.694053, -0.133231
1278, 0.694292, 1.11706
1279, 0.694531, -0.288555
1280, 0.69477, 0.281287
1281, 0.695008, -0.892382
1282, 0.694466, 0.36435
1283, 0.694704, 0.0422293
1284, 0.694942, 0.161643
1285, 0.695179, 1.2679
1286, 0.695416, 0.338191
1287, 0.695652, -0.666432
1288, 0.695112, 1.26114
1289, 0.695349, 0.00538521
1290, 0.695585, -1.3221
1291, 0.69582, 0.948534
1292, 0.696056, -0.874032
1293, 0.695518, 2.35532
1294, 0.695753, 0.419814
1295, 0.695988, -0.5358
1296, 0.695451, 1.90481
1297, 0.695686, 0.502269
1298, 0.69592, 0.581475
1299, 0.696154, -0.628443
1300, 0.696387, -0.101365
1301, 0.696621, -0.481412
1302, 0.696853, 0.285913
1303, 0.697086, -0.653603
1304, 0.696552, 0.297147
1305, 0.696018, 0.451431
1306, 0.695486, 1.5101
1307, 0.695719, -0.441797
1308, 0.695951, 0.295962
1309, 0.69542, 0.00784305
1310, 0.695652, -1.06502
1311, 0.695884, -1.23406
1312, 0.696116, -0.693084
1313, 0.695586, 2.93645
1314, 0.695817, -0.535495
1315, 0.696049, 0.802376
1316, 0.696279, 0.0349621
1317, 0.69651, 0.626416
1318, 0.69674, 1.02484
1319, 0.696212, 1.11592
1320, 0.696442, -2.17966
1321, 0.696672, 0.466204
1322, 0.696901, -0.799164
1323, 0.696375, 1.93503
1324, 0.696604, -0.955537
1325, 0.696833, 0.485781
1326, 0.696307, 1.05785
1327, 0.696536, 0.716155
1328, 0.696764, -0.462274
1329, 0.696241, 1.40998
1330, 0.696469, 0.488917
1331, 0.696697, -0.621314
1332, 0.696924, 1.32064
1333, 0.697151, -0.628526
1334, 0.696629, 0.392428
1335, 0.696108, 0.531638
1336, 0.696335, -0.303256
1337, 0.696562, -0.17922
1338, 0.696789, 0.57986
1339, 0.697015, 0.238875
1340, 0.697241, 0.00845638
1341, 0.696721, 0.513623
1342, 0.696947, -0.48494
1343, 0.697173, 0.512976
1344, 0.697398, 0.370994
1345, 0.697623, 0.0240688
1346, 0.697105, 0.767198
1347, 0.697329, -0.617335
1348, 0.697554, 0.992405
1349, 0.697037, 1.74723
1350, 0.697261, 0.26593
1351, 0.697485, 0.00849881
1352, 0.697709, -1.03735
1353, 0.697932, 0.354212
1354, 0.698155, -0.136084
1355, 0.698378, -0.0372392
1356, 0.6986, 0.00442913
1357, 0.698822, 0.87989
1358, 0.699043, -1.09431
1359, 0.699265, 1.66686
1360, 0.698751, 0.632916
1361, 0.698972, -0.30414
1362, 0.699193, -0.876784
1363, 0.699413, -0.576804
1364, 0.698901, 0.693472
1365, 0.699122, -0.817985
1366, 0.699342, -0.313205
1367, 0.699561, -0.291459
1368, 0.69905, 1.58298
1369, 0.69854, 1.64209
1370, 0.69876, -0.6806
1371, 0.69898, -0.0416007
1372, 0.699199, 0.733847
1373, 0.699418, -0.0329598
1374, 0.699636, 0.778325
1375, 0.699855, -1.21491
1376, 0.700073, 1.25671
1377, 0.699565, 1.31345
1378, 0.699782, 0.274989
1379, 0.7, -1.78486
1380, 0.699493, 3.33305
1381, 0.698987, 0.843363
1382, 0.698482, 8.58396
1383, 0.697977, 4.31238
1384, 0.697473, 2.60391
1385, 0.69697, 1.14104
1386, 0.696467, 1.43314
1387, 0.696686, -0.317577
1388, 0.696904, -0.327938
1389, 0.697122, 0.275936
1390, 0.69734, -0.27174
1391, 0.696839, 1.28366
1392, 0.697057, -1.40242
1393, 0.696557, 1.51177
1394, 0.696774, 1.17064
1395, 0.696275, 1.04052
1396, 0.696492, 0.0850317
1397, 0.695994, 1.41969
1398, 0.696212, 0.378872
1399, 0.696429, -0.427356
1400, 0.695931, 1.16527
1401, 0.696148, 0.118089
1402, 0.696365, -0.0423035
1403, 0.695869, 0.881452
1404, 0.695374, 0.845535
1405, 0.69559, 0.978243
1406, 0.695096, 0.794128
1407, 0.695312, -0.840281
1408, 0.695529, 0.141632
1409, 0.695035, 1.77056
1410, 0.695252, -1.41717
1411, 0.694759, 2.6656
1412, 0.694268, 4.11287
1413, 0.694484, 0.0640603
1414, 0.693993, 1.07941
1415, 0.694209, 0.0255601
1416, 0.693719, 0.444479
1417, 0.69323, 9.85792
1418, 0.692741, 2.64477
1419, 0.692254, 0.650907
1420, 0.691766, 1.37476
1421, 0.69128, 1.59719
1422, 0.691497, -1.55255
1423, 0.691011, 2.34714
1424, 0.691228, -0.458442
1425, 0.691445, 0.469577
1426, 0.691661, -0.687025
1427, 0.691877, 0.217375
1428, 0.692092, 0.647749
1429, 0.691608, 0.322554
1430, 0.691824, -1.45183
1431, 0.692039, 2.93805
1432, 0.692254, 0.270758
1433, 0.691771, 1.73369
1434, 0.691289, 0.380783
1435, 0.690808, 0.803126
1436, 0.691023, 0.203697
1437, 0.691238, 0.00860917
1438, 0.691452, -0.0924827
1439, 0.690972, 0.907884
1440, 0.691187, 0.00234696
1441, 0.690707, 0.43225
1442, 0.690922, 0.72055
1443, 0.690443, 1.25001
1444, 0.689965, 0.542977
1445, 0.69018, 0.241957
1446, 0.690394, -0.411808
1447, 0.690608, -0.303435
1448, 0.690821, 0.981365
1449, 0.690345, 1.30667
1450, 0.690558, 0.249465
1451, 0.690083, 0.599009
1452, 0.690296, -1.02518
1453, 0.690509, 0.0665223
1454, 0.690722, 0.0994541
1455, 0.690934, -0.173948
1456, 0.691146, 0.159032
1457, 0.691358, 0.822116
1458, 0.690884, 1.29554
1459, 0.690411, 1.1105
1460, 0.689938, 0.753841
1461, 0.69015, -0.788555
1462, 0.689679, 1.6768
1463, 0.689208, 1.3901
1464, 0.688737, 0.501709
1465, 0.688267, 2.03183
1466, 0.68848, 0.677645
1467, 0.688692, -0.174499
1468, 0.688904, -0.0604231
1469, 0.689116, -0.174052
1470, 0.689327, -0.165023
1471, 0.689538, -1.17025
1472, 0.689749, 0.380771
1473, 0.689281, 1.95018
1474, 0.689492, -0.2967
1475, 0.689702, 0.0184086
1476, 0.689912, -0.814343
1477, 0.690122, -0.156862
1478, 0.690331, 0.108619
1479, 0.690541, 0.15545
1480, 0.690074, 0.993707
1481, 0.690283, -0.151769
1482, 0.689818, 1.90625
1483, 0.689353, 0.695594
1484, 0.689562, 0.454109
1485, 0.689098, 0.346365
1486, 0.689307, 0.644557
1487, 0.689516, -1.02379
1488, 0.689053, 1.27837
1489, 0.689262, 0.638804
1490, 0.688799, 0.6245
1491, 0.689008, -0.786939
1492, 0.689216, 0.908429
1493, 0.688755, 1.11765
1494, 0.688963, -0.0170266
1495, 0.689171, -0.221076
1496, 0.689379, -0.579846
1497, 0.689586, -0.456166
1498, 0.689793, -0.657923
1499, 0.689333, 0.54057
1500, 0.688874, 1.52581
1501, 0.688415, 1.73007
1502, 0.688623, -0.237993
1503, 0.688165, 0.772363
1504, 0.688372, -0.546306
1505, 0.687915, 1.1182
1506, 0.688122, -0.825757
1507, 0.688329, 0.708116
1508, 0.688535, -0.445374
1509, 0.688079, 1.19636
1510, 0.688286, -1.20166
1511, 0.688492, 0.866972
1512, 0.688698, -0.715512
1513, 0.688904, 0.476289
1514, 0.688449, 1.28341
1515, 0.688654, 0.490969
1516, 0.68886, -1.09947
1517, 0.689065, 0.143018
1518, 0.689269, -0.00330338
1519, 0.689474, 0.402456
1520, 0.689678, 0.451023
1521, 0.689882, -1.23133
1522, 0.689429, 0.699457
1523, 0.689633, -0.690335
1524, 0.689836, -1.03541
1525, 0.690039, -0.345887
1526, 0.690242, -0.418579
1527, 0.690445, -0.765794
1528, 0.690647, -0.2928
1529, 0.69085, -0.294974
1530, 0.691052, -0.430204
1531, 0.691253, 0.578451
1532, 0.691455, 0.264879
1533, 0.691004, 0.479355
1534, 0.691205, -0.691837
1535, 0.690755, 1.20516
1536, 0.690956, 0.0385821
1537, 0.691157, -0.0193149
1538, 0.691358, -0.697741
1539, 0.691558, -0.464983
1540, 0.69111, 2.64894
1541, 0.69131, -0.549169
1542, 0.69151, 0.498673
1543, 0.69171, 0.27671
1544, 0.691909, -1.25857
1545, 0.692109, 0.0233783
1546, 0.691661, 1.07307
1547, 0.69186, -0.454019
1548, 0.691414, 2.29301
1549, 0.690968, 0.713404
1550, 0.691167, -0.348482
1551, 0.690722, 3.20477
1552, 0.690277, 2.03327
1553, 0.690476, -2.03358
1554, 0.690032, 0.753543
1555, 0.689589, 1.06879
1556, 0.689146, 1.56083
1557, 0.689345, 0.410622
1558, 0.689545, -0.214487
1559, 0.689103, 1.0454
1560, 0.689302, 1.00433
1561, 0.689501, 0.354733
1562, 0.689699, -0.133387
1563, 0.689258, 0.781824
1564, 0.689457, -0.206533
1565, 0.689655, -0.122336
1566, 0.689853, -1.20581
1567, 0.689413, 1.02082
1568, 0.689611, 0.296183
1569, 0.689172, 0.209698
1570, 0.688733, 1.43796
1571, 0.688295, 1.44347
1572, 0.688493, 0.417045
1573, 0.688691, -0.334586
1574, 0.688254, 1.26431
1575, 0.688452, -0.389546
1576, 0.688649, 0.711361
1577, 0.688847, -0.477007
1578, 0.689044, 0.711657
1579, 0.688608, 0.981398
1580, 0.688805, 0.437438
1581, 0.689001, 0.656656
1582, 0.689198, -0.727606
1583, 0.688763, 2.02908
1584, 0.688959, 1.56997
1585, 0.689155, 0.0120574
1586, 0.689351, -0.558146
1587, 0.689547, -0.158246
1588, 0.689113, 0.267352
1589, 0.689308, 0.640526
1590, 0.689503, 0.90032
1591, 0.68907, 1.121
1592, 0.689266, -1.10721
1593, 0.688833, 0.600529
1594, 0.689028, 0.87409
1595, 0.689223, 0.304119
1596, 0.689418, 0.109096
1597, 0.689612, -0.494459
1598, 0.689181, 0.365701
1599, 0.68875, 0.871448
1600, 0.688944, 0.673418
1601, 0.689139, 0.193106
1602, 0.689333, 1.08998
1603, 0.689526, -0.621634
1604, 0.68972, 0.264799
1605, 0.689913, -0.375296
1606, 0.690106, -1.19995
1607, 0.689677, 1.47407
1608, 0.689869, 0.349902
1609, 0.690062, 0.247946
1610, 0.690255, 0.559271
1611, 0.690447, -0.560564
1612, 0.690639, -0.246735
1613, 0.690211, 0.327287
1614, 0.690402, 1.50254
1615, 0.689975, 0.923189
1616, 0.689549, 0.365755
1617, 0.689122, 1.13462
1618, 0.689314, -0.0702023
1619, 0.689506, -1.6298
1620, 0.689081, 0.895627
1621, 0.689273, 1.08179
1622, 0.689464, 1.24166
1623, 0.689655, 0.236884
1624, 0.689231, 0.682398
1625, 0.688807, 0.512133
1626, 0.688384, 0.521326
1627, 0.688575, -0.384707
1628, 0.688766, 0.868762
1629, 0.688957, 0.260316
1630, 0.689148, 0.325181
1631, 0.689338, 0.427649
1632, 0.689528, -0.288893
1633, 0.689106, 1.59679
1634, 0.689297, 1.6471
1635, 0.689487, -1.79021
1636, 0.689676, 1.1889
1637, 0.689866, -0.648326
1638, 0.690055, -0.0418673
1639, 0.690244, -0.582538
1640, 0.690433, 1.70643
1641, 0.690621, -0.235024
1642, 0.690809, -0.196727
1643, 0.690998, 0.686682
1644, 0.690578, 0.277808
1645, 0.690158, 0.781407
1646, 0.690346, -0.02686
1647, 0.690534, -0.144077
1648, 0.690722, 0.634471
1649, 0.690909, 0.724429
1650, 0.691096, -0.129986
1651, 0.691283, -0.309535
1652, 0.69147, 0.548633
1653, 0.691052, 1.32745
1654, 0.691239, -0.283311
1655, 0.690821, 1.27268
1656, 0.691008, -0.532451
1657, 0.691194, 0.121472
1658, 0.69138, -0.717171
1659, 0.690964, 0.0965479
1660, 0.69115, -0.375684
1661, 0.690734, 0.726506
1662, 0.69092, -0.172599
1663, 0.691106, -0.39363
1664, 0.690691, 1.21279
1665, 0.690876, -0.125895
1666, 0.691062, -0.422725
1667, 0.690647, 1.71098
1668, 0.690234, 0.41472
1669, 0.68982, 0.964991
1670, 0.690006, 0.424868
1671, 0.690191, 0.267877
1672, 0.690377, 0.31272
1673, 0.690562, -0.785161
1674, 0.690746, -0.354536
1675, 0.690334, 0.095574
1676, 0.689922, 0.94362
1677, 0.690107, -0.173113
1678, 0.690292, -0.555291
1679, 0.689881, 2.06909
1680, 0.690065, -0.283135
1681, 0.69025, -0.237931
1682, 0.68984, 0.966434
1683, 0.690024, 1.05556
1684, 0.690208, 0.182724
1685, 0.689798, 0.852888
1686, 0.689982, -0.158698
1687, 0.690166, -0.0684281
1688, 0.690349, 1.26524
1689, 0.690533, 0.503833
1690, 0.690716, -0.392546
1691, 0.690898, 0.92019
1692, 0.69049, 0.984938
1693, 0.690673, 0.931577
1694, 0.690855, 0.0241363
1695, 0.691038, 0.200744
1696, 0.69122, 0.624932
1697, 0.691402, 0.0392347
1698, 0.690995, 1.25009
1699, 0.691176, -0.773241
1700, 0.691358, 0.789047
1701, 0.691539, 0.437344
1702, 0.691133, 1.16699
1703, 0.691315, 0.990836
1704, 0.691496, 0.222568
1705, 0.691676, -0.0883542
1706, 0.691271, 0.422366
1707, 0.691452, 0.247562
1708, 0.691633, -1.19645
1709, 0.691813, 0.366484
1710, 0.691993, 0.187856
1711, 0.692173, -0.0764416
1712, 0.692353, 0.911792
1713, 0.692532, -0.369498
1714, 0.692128, 0.26597
1715, 0.692308, 0.256782
1716, 0.692487, 0.119473
1717, 0.692084, 0.856936
1718, 0.692263, -0.0486463
1719, 0.692442, -0.277711
1720, 0.692621, -0.0040004
1721, 0.692799, 0.249927
1722, 0.692977, 0.319671
1723, 0.692575, 0.0536227
1724, 0.692174, 1.28137
1725, 0.691773, 0.720353
1726, 0.691951, -0.674166
1727, 0.691551, 1.68761
1728, 0.691729, 0.341903
1729, 0.691329, 1.7758
1730, 0.69093, 0.652557
1731, 0.691109, 0.398773
1732, 0.69071, 1.04164
1733, 0.690311, 0.990033
1734, 0.689914, 0.12407
1735, 0.690092, -0.815342
1736, 0.690271, -1.77669
1737, 0.689873, 3.00197
1738, 0.689477, 0.396014
1739, 0.68908, 0.25306
1740, 0.689259, -0.631366
1741, 0.689437, 0.0934948
1742, 0.689616, -0.230111
1743, 0.689794, 0.751215
1744, 0.689971, -0.0684984
1745, 0.690149, -0.292168
1746, 0.689754, 0.672541
1747, 0.689359, 1.13086
1748, 0.688965, 0.467466
1749, 0.688571, 1.60903
1750, 0.688749, -0.0442183
1751, 0.688356, 1.48505
1752, 0.688534, -0.0176711
1753, 0.688712, -0.576469
1754, 0.688889, -1.33256
1755, 0.688497, 0.714172
1756, 0.688105, 0.62364
1757, 0.687713, 1.00538
1758, 0.687891, 0.180999
1759, 0.688068, -0.00607091
1760, 0.687677, 0.831984
1761, 0.687855, -0.424744
1762, 0.688032, -0.249499
1763, 0.688209, 0.097521
1764, 0.688385, -0.734391
1765, 0.688562, -0.36457
1766, 0.688738, 0.394405
1767, 0.688348, 0.869459
1768, 0.687959, 0.996335
1769, 0.688136, -1.0769
1770, 0.688312, 0.258306
1771, 0.688488, -0.177244
1772, 0.688099, 0.537122
1773, 0.688275, 0.338256
1774, 0.688451, -0.218044
1775, 0.688626, -0.555783
1776, 0.688239, 1.13694
1777, 0.687852, 0.72186
1778, 0.688027, -0.478036
1779, 0.688202, 1.03299
1780, 0.688377, -0.141205
1781, 0.688552, -0.0377361
1782, 0.688727, -0.0724075
1783, 0.688341, 0.948028
1784, 0.688515, 0.567556
1785, 0.68813, 0.299234
1786, 0.688304, -0.258476
1787, 0.687919, 1.18152
1788, 0.687535, 0.111676
1789, 0.687709, -0.319091
1790, 0.687326, 0.45353
1791, 0.6875, -0.651074
1792, 0.687117, 0.831724
1793, 0.687291, -0.664932
1794, 0.687465, -0.51365
1795, 0.687639, -0.587311
1796, 0.687813, 0.0156613
1797, 0.687987, -0.076736
1798, 0.68816, 0.0453854
1799, 0.688333, -0.71761
1800, 0.688506, -0.674257
1801, 0.688679, -0.515795
1802, 0.688852, -0.0731744
1803, 0.689024, -0.159391
1804, 0.688643, 1.36264
1805, 0.688815, 0.245176
1806, 0.688987, 0.18729
1807, 0.689159, 1.3311
1808, 0.689331, 0.0838764
1809, 0.689503, 0.119077
1810, 0.689674, 0.288184
1811, 0.689845, 0.457347
1812, 0.690017, -0.547318
1813, 0.690187, 0.335289
1814, 0.689807, 0.543281
1815, 0.689978, 0.557337
1816, 0.690149, -0.915813
1817, 0.690319, -0.907027
1818, 0.690489, 0.946921
1819, 0.690659, -0.44989
1820, 0.690829, -0.409407
1821, 0.690999, -0.370024
1822, 0.691168, 0.10926
1823, 0.691338, 2.0444
1824, 0.691507, 0.477382
1825, 0.691676, 0.714402
1826, 0.691845, -0.172505
1827, 0.692013, -0.558767
1828, 0.691635, 1.05016
1829, 0.691803, 1.55832
1830, 0.691972, -0.888546
1831, 0.691594, 0.943306
1832, 0.691762, 0.27577
1833, 0.69193, 1.00668
1834, 0.692098, -0.391895
1835, 0.692266, 0.182007
1836, 0.692433, -0.220486
1837, 0.692601, 0.173331
1838, 0.692768, -0.406819
1839, 0.692935, 0.178551
1840, 0.693102, 1.13192
1841, 0.693268, 0.313108
1842, 0.693435, 0.33477
1843, 0.693601, -1.1015
1844, 0.693767, -0.365486
1845, 0.693933, -0.289429
1846, 0.693557, 0.0872946
1847, 0.693723, 1.11523
1848, 0.693889, -1.98748
1849, 0.694054, 0.337915
1850, 0.693679, 0.937621
1851, 0.693844, -0.214524
1852, 0.69347, 0.756915
1853, 0.693635, 0.146129
1854, 0.693801, -1.10401
1855, 0.693966, 0.15511
1856, 0.693592, 0.944602
1857, 0.693219, 0.606836
1858, 0.693384, -0.299018
1859, 0.693548, -0.824702
1860, 0.693713, 0.0839022
1861, 0.693878, -0.946165
1862, 0.694042, -0.0809049
1863, 0.69367, 1.17834
1864, 0.693834, -1.34902
1865, 0.693462, 1.51861
1866, 0.693626, 0.653338
1867, 0.693255, 1.14512
1868, 0.692884, 1.24539
1869, 0.692513, 1.09827
1870, 0.692678, 0.0982491
1871, 0.692308, 1.97571
1872, 0.692472, -0.0509486
1873, 0.692102, 0.653116
1874, 0.692267, -0.285229
1875, 0.692431, 0.726264
1876, 0.692062, 1.04897
1877, 0.691693, 0.136502
1878, 0.691857, 0.2594
1879, 0.692021, -0.441057
1880, 0.692185, -0.247434
1881, 0.692349, -0.756635
1882, 0.692512, -0.515496
1883, 0.692144, 0.426575
1884, 0.691777, 1.39657
1885, 0.691941, -0.513871
1886, 0.692104, -0.411473
1887, 0.692267, -0.782082
1888, 0.69243, -0.790959
1889, 0.692593, -0.407565
1890, 0.692755, 0.548683
1891, 0.692389, 1.32222
1892, 0.692552, -0.137778
1893, 0.692714, -0.0843545
1894, 0.692876, -0.0186604
1895, 0.692511, 0.821174
1896, 0.692673, -0.410056
1897, 0.692835, -1.15036
1898, 0.692996, -0.1849
1899, 0.693158, -0.0098689
1900, 0.693319, 0.733008
1901, 0.693481, 0.130643
1902, 0.693116, 0.793863
1903, 0.693277, 0.19571
1904, 0.693438, 0.104026
1905, 0.693075, 0.938675
1906, 0.693235, -0.0541523
1907, 0.692872, 0.623194
1908, 0.693033, -0.932643
1909, 0.693194, 1.03714
1910, 0.692831, 1.30515
1911, 0.692992, 0.295563
1912, 0.693152, 0.372966
1913, 0.693312, 0.107349
1914, 0.693473, 0.62055
1915, 0.693111, 2.74048
1916, 0.693271, -1.15414
1917, 0.693431, 1.20274
